,Seller Name,Seller type,BHK,Location,City,Total Price,price per sqft,Area_sqft,Construction status
215,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 95.46 L,"5,599 ",1705 ,Under Construction
216,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 95.46 L,"5,599 ",1705 ,Under Construction
217,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 73.9 L,"5,599 ",1320 ,Under Construction
218,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 73.9 L,"5,599 ",1320 ,Under Construction
219,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 59.06 L,"5,599 ",1055 ,Under Construction
220,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 59.06 L,"5,599 ",1055 ,Under Construction
221,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 95.74 L,"5,599 ",1710 ,Under Construction
222,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 95.74 L,"5,599 ",1710 ,Under Construction
223,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 73.62 L,"5,599 ",1315 ,Under Construction
224,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 73.62 L,"5,599 ",1315 ,Under Construction
225,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 76.14 L,"5,599 ",1360 ,Under Construction
226,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 76.14 L,"5,599 ",1360 ,Under Construction
227,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 98.54 L,"5,599 ",1760 ,Under Construction
228,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 98.54 L,"5,599 ",1760 ,Under Construction
229,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 93.5 L,"5,599 ",1670 ,Under Construction
230,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 93.5 L,"5,599 ",1670 ,Under Construction
231,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 71.38 L,"5,599 ",1275 ,Under Construction
232,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 71.38 L,"5,599 ",1275 ,Under Construction
233,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 67.74 L,"5,599 ",1210 ,Under Construction
234,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 67.74 L,"5,599 ",1210 ,Under Construction
235,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 97.42 L,"5,599 ",1740 ,Under Construction
236,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 97.42 L,"5,599 ",1740 ,Under Construction
237,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 1.01 Cr,"5,599 ",1810 ,Under Construction
238,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 1.01 Cr,"5,599 ",1810 ,Under Construction
239,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 1.01 Cr,"5,599 ",1815 ,Under Construction
240,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 1.01 Cr,"5,599 ",1815 ,Under Construction
241,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 71.66 L,"5,599 ",1280 ,Under Construction
242,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 71.66 L,"5,599 ",1280 ,Under Construction
243,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 70.54 L,"5,599 ",1260 ,Under Construction
244,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 70.54 L,"5,599 ",1260 ,Under Construction
245,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 1 Cr,"5,599 ",1790 ,Under Construction
246,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 1 Cr,"5,599 ",1790 ,Under Construction
247,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 71.1 L,"5,599 ",1270 ,Under Construction
248,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 71.1 L,"5,599 ",1270 ,Under Construction
249,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 96.58 L,"5,599 ",1725 ,Under Construction
250,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 96.58 L,"5,599 ",1725 ,Under Construction
251,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 1.04 Cr,"5,599 ",1865 ,Under Construction
252,Beams And Columns Builders Private Limited,BUILDER,3 BHK Apartment,Kompally,Hyderabad, 1.04 Cr,"5,599 ",1865 ,Under Construction
253,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 70.82 L,"5,599 ",1265 ,Under Construction
254,Beams And Columns Builders Private Limited,BUILDER,2 BHK Apartment,Kompally,Hyderabad, 70.82 L,"5,599 ",1265 ,Under Construction
255,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.55 Cr,"6,499 ",2400 ,Under Construction
256,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.64 Cr,"6,499 ",2525 ,Under Construction
257,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.55 Cr,"6,499 ",2395 ,Under Construction
258,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.36 Cr,"6,499 ",2095 ,Under Construction
259,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.61 Cr,"6,499 ",2485 ,Under Construction
260,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.53 Cr,"6,499 ",2360 ,Under Construction
261,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.71 Cr,"6,499 ",2640 ,Under Construction
262,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.3 Cr,"6,499 ",2010 ,Under Construction
263,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.6 Cr,"6,499 ",2465 ,Under Construction
264,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.29 Cr,"6,499 ",1990 ,Under Construction
265,Vajram Constructions,BUILDER,3 BHK Apartment,Gopanpally,Hyderabad, 1.43 Cr,"6,499 ",2210 ,Under Construction
266,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 55 L,"5,188 ",1060 ,Under Construction
267,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 52 L,"4,684 ",1110 ,Under Construction
268,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 53 L,"4,774 ",1110 ,Ready to move
269,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 53 L,"4,472 ",1185 ,Ready to move
270,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 53 L,"4,711 ",1125 ,Under Construction
271,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 37 L,"3,700 ",1000 ,Ready to move
272,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 53 L,"4,472 ",1185 ,Ready to move
273,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 35 L,"3,500 ",1000 ,Ready to move
274,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 37 L,"3,700 ",1000 ,Ready to move
275,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 54 L,"4,518 ",1195 ,Ready to move
276,Maaruthi Group,AGENT,2 BHK Apartment,Bowrampet,Hyderabad, 37 L,"3,700 ",1000 ,Ready to move
277,Maaruthi Group,AGENT,2 BHK Apartment,Bowrampet,Hyderabad, 37 L,"3,700 ",1000 ,Ready to move
278,Maaruthi Group,AGENT,2 BHK Apartment,Bowrampet,Hyderabad, 37 L,"3,700 ",1000 ,Ready to move
279,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 52 L,"4,727 ",1100 ,Ready to move
280,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 52 L,"4,727 ",1100 ,Ready to move
281,Maaruthi Group,AGENT,3 BHK Villa,Kompally,Hyderabad, 1.55 Cr,"6,141 ",2524 ,Under Construction
282,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 53 L,"4,818 ",1100 ,Ready to move
283,Maaruthi Group,AGENT,2 BHK Apartment,Bachupally,Hyderabad, 44 L,"3,826 ",1150 ,Ready to move
284,Maaruthi Group,AGENT,3 BHK Villa,Bowrampet,Hyderabad, 1.67 Cr,"7,046 ",2370 ,Ready to move
285,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 61 L,"5,398 ",1130 ,Ready to move
286,Maaruthi Group,AGENT,2 BHK Apartment,Miyapur,Hyderabad, 68 L,"5,913 ",1150 ,Ready to move
287,Maaruthi Group,AGENT,2 BHK Apartment,Miyapur,Hyderabad, 68.5 L,"5,614 ",1220 ,Ready to move
288,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 56 L,"5,045 ",1110 ,Ready to move
289,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 57.36 L,"4,800 ",1195 ,Ready to move
290,Maaruthi Group,AGENT,3 BHK Apartment,Kukatpally,Hyderabad, 1.1 Cr,"5,500 ",2000 ,Ready to move
291,Maaruthi Group,AGENT,2 BHK Apartment,Kukatpally,Hyderabad, 60.18 L,"5,677 ",1060 ,Ready to move
292,Maaruthi Group,AGENT,2 BHK Apartment,Nizampet,Hyderabad, 99.4 L,"5,522 ",1800 ,Ready to move
293,Maaruthi Group,AGENT,3 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 66.5 L,"4,156 ",1600 ,Ready to move
294,Maaruthi Group,AGENT,2 BHK Apartment,Nizampet,Hyderabad, 62 L,"5,511 ",1125 ,Ready to move
295,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 55 L,"4,721 ",1165 ,Ready to move
296,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 51 L,"4,250 ",1200 ,Ready to move
297,Maaruthi Group,AGENT,2 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 58 L,"5,000 ",1160 ,Ready to move
298,Maaruthi Group,AGENT,3 BHK Apartment,Pragathi Nagar Kukatpally,Hyderabad, 56 L,"3,957 ",1415 ,Ready to move
299,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 1.04 Cr,"5,500 ",1900 ,Under Construction
300,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 92.12 L,"5,500 ",1675 ,Under Construction
301,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 92.12 L,"5,500 ",1675 ,Under Construction
302,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 1.08 Cr,"5,500 ",1965 ,Under Construction
303,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 1.08 Cr,"5,500 ",1965 ,Under Construction
304,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 1.04 Cr,"5,500 ",1900 ,Under Construction
305,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 1.04 Cr,"5,500 ",1900 ,Under Construction
306,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 92.12 L,"5,500 ",1675 ,Under Construction
307,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 92.12 L,"5,500 ",1675 ,Under Construction
308,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 1.1 Cr,"5,500 ",2010 ,Under Construction
309,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 1.1 Cr,"5,500 ",2010 ,Under Construction
310,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 97.9 L,"5,500 ",1780 ,Under Construction
311,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 97.9 L,"5,500 ",1780 ,Under Construction
312,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 1.09 Cr,"5,500 ",1990 ,Under Construction
313,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 1.09 Cr,"5,500 ",1990 ,Under Construction
314,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 96.8 L,"5,500 ",1760 ,Under Construction
315,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 96.8 L,"5,500 ",1760 ,Under Construction
316,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 85.8 L,"5,500 ",1560 ,Under Construction
317,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 85.8 L,"5,500 ",1560 ,Under Construction
318,Vasavi Group,BUILDER,2 BHK Apartment,Jeedimetla,Hyderabad, 67.92 L,"5,500 ",1235 ,Under Construction
319,Vasavi Group,BUILDER,2 BHK Apartment,Jeedimetla,Hyderabad, 67.92 L,"5,500 ",1235 ,Under Construction
320,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 91.57 L,"5,500 ",1665 ,Under Construction
321,Vasavi Group,BUILDER,3 BHK Apartment,Jeedimetla,Hyderabad, 91.57 L,"5,500 ",1665 ,Under Construction
322,GHR Infra,BUILDER,2 BHK Apartment,Kollur,Hyderabad, 69.26 L,"5,349 ",1295 ,Under Construction
323,GHR Infra,BUILDER,2 BHK Apartment,Kollur,Hyderabad, 63.92 L,"5,349 ",1195 ,Under Construction
324,GHR Infra,BUILDER,2 BHK Apartment,Kollur,Hyderabad, 63.92 L,"5,349 ",1195 ,Under Construction
325,GHR Infra,BUILDER,3 BHK Apartment,Kollur,Hyderabad, 1.02 Cr,"5,349 ",1915 ,Under Construction
326,GHR Infra,BUILDER,3 BHK Apartment,Kollur,Hyderabad, 1.02 Cr,"5,349 ",1915 ,Under Construction
327,GHR Infra,BUILDER,3 BHK Apartment,Kollur,Hyderabad, 86.92 L,"5,349 ",1625 ,Under Construction
328,GHR Infra,BUILDER,3 BHK Apartment,Kollur,Hyderabad, 86.92 L,"5,349 ",1625 ,Under Construction
329,GHR Infra,BUILDER,3 BHK Apartment,Kollur,Hyderabad, 76.49 L,"5,349 ",1430 ,Under Construction
330,GHR Infra,BUILDER,3 BHK Apartment,Kollur,Hyderabad, 76.49 L,"5,349 ",1430 ,Under Construction
331,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.54 Cr,"7,199 ",2150 ,Under Construction
332,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 3.55 Cr,"7,199 ",4945 ,Under Construction
333,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 3.55 Cr,"7,199 ",4945 ,Under Construction
334,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 3.93 Cr,"7,199 ",5467 ,Under Construction
335,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 3.93 Cr,"7,199 ",5467 ,Under Construction
336,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 4.29 Cr,"7,199 ",5962 ,Under Construction
337,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 4.29 Cr,"7,199 ",5962 ,Under Construction
338,M Kartheek,AGENT,4 BHK Independent House,Tellapur,Hyderabad, 2.56 Cr,"7,199 ",3569 ,Under Construction
339,M Kartheek,AGENT,4 BHK Independent House,Tellapur,Hyderabad, 2.56 Cr,"7,199 ",3569 ,Under Construction
340,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.21 Cr,"7,199 ",1687 ,Under Construction
341,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.21 Cr,"7,199 ",1687 ,Under Construction
342,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 4.16 Cr,"7,199 ",5783 ,Under Construction
343,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 4.16 Cr,"7,199 ",5783 ,Under Construction
344,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.53 Cr,"7,199 ",2132 ,Under Construction
345,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.53 Cr,"7,199 ",2132 ,Under Construction
346,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 4.58 Cr,"7,199 ",6374 ,Under Construction
347,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 4.58 Cr,"7,199 ",6374 ,Under Construction
348,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 4.58 Cr,"7,199 ",6371 ,Under Construction
349,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 4.58 Cr,"7,199 ",6371 ,Under Construction
350,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 5.52 Cr,"7,199 ",7674 ,Under Construction
351,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 5.52 Cr,"7,199 ",7674 ,Under Construction
352,M Kartheek,AGENT,4 BHK Independent House,Tellapur,Hyderabad, 3.62 Cr,"7,199 ",5036 ,Under Construction
353,M Kartheek,AGENT,4 BHK Independent House,Tellapur,Hyderabad, 3.62 Cr,"7,199 ",5036 ,Under Construction
354,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.34 Cr,"7,199 ",1874 ,Under Construction
355,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.34 Cr,"7,199 ",1874 ,Under Construction
356,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 3.81 Cr,"7,199 ",5303 ,Under Construction
357,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 3.81 Cr,"7,199 ",5303 ,Under Construction
358,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.57 Cr,"7,199 ",2191 ,Under Construction
359,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.57 Cr,"7,199 ",2191 ,Under Construction
360,M Kartheek,AGENT,4 BHK Independent House,Tellapur,Hyderabad, 2.83 Cr,"7,199 ",3942 ,Under Construction
361,M Kartheek,AGENT,4 BHK Independent House,Tellapur,Hyderabad, 2.83 Cr,"7,199 ",3942 ,Under Construction
362,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.29 Cr,"7,199 ",1792 ,Under Construction
363,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.29 Cr,"7,199 ",1792 ,Under Construction
364,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 4.63 Cr,"7,199 ",6434 ,Under Construction
365,M Kartheek,AGENT,5 BHK Apartment,Tellapur,Hyderabad, 4.63 Cr,"7,199 ",6434 ,Under Construction
366,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.58 Cr,"7,199 ",2208 ,Under Construction
367,M Kartheek,AGENT,3 BHK Apartment,Tellapur,Hyderabad, 1.58 Cr,"7,199 ",2208 ,Under Construction
368,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.59 Cr,"6,999 ",2283 ,Under Construction
369,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.78 Cr,"6,999 ",2555 ,Under Construction
370,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.78 Cr,"6,999 ",2550 ,Under Construction
371,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.15 Cr,"6,999 ",1650 ,Under Construction
372,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.57 Cr,"6,999 ",2250 ,Under Construction
373,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.36 Cr,"6,999 ",1950 ,Under Construction
374,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.36 Cr,"6,999 ",1953 ,Under Construction
375,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.58 Cr,"6,999 ",2267 ,Under Construction
376,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.18 Cr,"6,999 ",1693 ,Under Construction
377,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.16 Cr,"6,999 ",1669 ,Under Construction
378,Vasavi Group,BUILDER,2 BHK Apartment,Saroor Nagar,Hyderabad, 93.92 L,"6,999 ",1342 ,Under Construction
379,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.4 Cr,"6,999 ",2004 ,Under Construction
380,Vasavi Group,BUILDER,2 BHK Apartment,Saroor Nagar,Hyderabad, 93.78 L,"6,999 ",1340 ,Under Construction
381,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.64 Cr,"6,999 ",2352 ,Under Construction
382,Vasavi Group,BUILDER,2 BHK Apartment,Saroor Nagar,Hyderabad, 93.64 L,"6,999 ",1338 ,Under Construction
383,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.17 Cr,"6,999 ",1676 ,Under Construction
384,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.38 Cr,"6,999 ",1983 ,Under Construction
385,Vasavi Group,BUILDER,3 BHK Apartment,Saroor Nagar,Hyderabad, 1.15 Cr,"6,999 ",1652 ,Under Construction
386,Vasavi Group,BUILDER,3 BHK Apartment,Uppal Kalan,Hyderabad, 1.43 Cr,"6,099 ",2350 ,Under Construction
387,Vasavi Group,BUILDER,4 BHK Apartment,Saroor Nagar,Hyderabad, 2.76 Cr,"6,999 ",3950 ,Under Construction
388,Vasavi Group,BUILDER,3 BHK Apartment,Uppal Kalan,Hyderabad, 1.29 Cr,"6,099 ",2120 ,Under Construction
389,Vasavi Group,BUILDER,4 BHK Apartment,Saroor Nagar,Hyderabad, 2.85 Cr,"6,999 ",4079 ,Under Construction
390,Vasavi Group,BUILDER,3 BHK Apartment,Uppal Kalan,Hyderabad, 1.11 Cr,"6,099 ",1820 ,Under Construction
391,Vasavi Group,BUILDER,2 BHK Apartment,Saroor Nagar,Hyderabad, 93.08 L,"6,999 ",1330 ,Under Construction
392,Vasavi Group,BUILDER,2 BHK Apartment,Uppal Kalan,Hyderabad, 75.32 L,"6,099 ",1235 ,Under Construction
393,APR Group,BUILDER,3 BHK Villa,Gagillapur,Hyderabad, 1.36 Cr,"5,965 ",2280 ,Under Construction
394,APR Group,BUILDER,3 BHK Villa,Gagillapur,Hyderabad, 1.49 Cr,"5,984 ",2490 ,Under Construction
395,APR Group,BUILDER,3 BHK Villa,Gagillapur,Hyderabad, 1.26 Cr,"6,000 ",2100 ,Under Construction
396,APR Group,BUILDER,3 BHK Villa,Gagillapur,Hyderabad, 1.19 Cr,"5,970 ",2010 ,Under Construction
397,APR Group,BUILDER,3 BHK Villa,Gagillapur,Hyderabad, 1.43 Cr,"5,984 ",2390 ,Under Construction
398,APR Group,BUILDER,3 BHK Villa,Gagillapur,Hyderabad, 1.48 Cr,"5,992 ",2470 ,Under Construction
399,APR Group,BUILDER,4 BHK Villa,Hayathnagar,Hyderabad, 1.89 Cr,"7,480 ",2540 ,Ready to move
400,APR Group,BUILDER,4 BHK Villa,Hayathnagar,Hyderabad, 1.89 Cr,"7,480 ",2540 ,Ready to move
401,APR Group,BUILDER,4 BHK Villa,Hayathnagar,Hyderabad, 2.13 Cr,"7,469 ",2865 ,Ready to move
402,APR Group,BUILDER,4 BHK Villa,Hayathnagar,Hyderabad, 2.13 Cr,"7,469 ",2865 ,Ready to move
403,APR Group,BUILDER,4 BHK Villa,Hayathnagar,Hyderabad, 1.88 Cr,"7,485 ",2525 ,Ready to move
404,APR Group,BUILDER,4 BHK Villa,Hayathnagar,Hyderabad, 1.88 Cr,"7,485 ",2525 ,Ready to move
405,APR Group,BUILDER,4 BHK Villa,Hayathnagar,Hyderabad, 1.65 Cr,"7,494 ",2215 ,Ready to move
406,APR Group,BUILDER,4 BHK Villa,Hayathnagar,Hyderabad, 1.65 Cr,"7,494 ",2215 ,Ready to move
407,Vasavi Group,BUILDER,2 BHK Apartment,Uppal Kalan,Hyderabad, 60.7 L,"5,705 ",1065 ,Under Construction
408,Vasavi Group,BUILDER,3 BHK Apartment,Uppal Kalan,Hyderabad, 97.18 L,"5,700 ",1705 ,Under Construction
409,Vasavi Group,BUILDER,3 BHK Apartment,Uppal Kalan,Hyderabad, 78.66 L,"5,700 ",1380 ,Under Construction
410,Vasavi Group,BUILDER,2 BHK Apartment,Uppal Kalan,Hyderabad, 68.11 L,"5,700 ",1195 ,Under Construction
411,Vasavi Group,BUILDER,3 BHK Apartment,Uppal Kalan,Hyderabad, 1.02 Cr,"5,700 ",1790 ,Under Construction
412,Vasavi Group,BUILDER,3 BHK Apartment,Uppal Kalan,Hyderabad, 92.91 L,"5,700 ",1630 ,Under Construction
413,Hallmark Builders,BUILDER,3 BHK Apartment,Patighanpur,Hyderabad, 1.03 Cr,"5,501 ",1885 ,Under Construction
414,Hallmark Builders,BUILDER,2 BHK Apartment,Patighanpur,Hyderabad, 70.66 L,"5,499 ",1285 ,Under Construction
415,Hallmark Builders,BUILDER,3 BHK Apartment,Patighanpur,Hyderabad, 1.03 Cr,"5,501 ",1885 ,Under Construction
416,Hallmark Builders,BUILDER,2 BHK Apartment,Patighanpur,Hyderabad, 70.66 L,"5,499 ",1285 ,Under Construction
417,Hallmark Builders,BUILDER,3 BHK Apartment,Patighanpur,Hyderabad, 87.15 L,"5,499 ",1585 ,Under Construction
418,Hallmark Builders,BUILDER,3 BHK Apartment,Patighanpur,Hyderabad, 87.15 L,"5,499 ",1585 ,Under Construction
419,Hallmark Builders,BUILDER,3 BHK Apartment,Patighanpur,Hyderabad, 93.48 L,"5,499 ",1700 ,Under Construction
